Unnamed: 0.1,Unnamed: 0,label,text,annotation_1,annotation_2,annotation_3,majority_vote,human_rationales
71,10779,1,“ فندق رووعه ” . الموقع والطراز والطاقم وكل شي تمام . ولا شي,"['وكل', 'شي', 'تمام']",['رووعه'],"['فندق', 'رووعه', 'الموقع', 'والطراز', 'والطاقم', 'وكل', 'شي', 'تمام']","['وكل', 'تمام', 'شي', 'رووعه']","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
72,4623,1,ممتاز . Everything . Nothing,['Everything'],['ممتاز'],['ممتاز'],['ممتاز'],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
73,28552,1,“ رحلة تعبدية مع الوالدة الله يحفظها ” . مكان متميز من جميع النواحي وغالبا اسكن فيه في غير ايام المواسم - يمتاز بوجود الشاب الراقي ( ماجد معشي ) مدير الاستقبال الذي لا يتردد في مساعدة ضيوف الفندق مع ابتسامة عريضة . تقريبا كل شي جميل عدا الواي فاي الذي اصبح محدود - باب الحمام لا يغلق بدون استخدام القفل,['متميز'],"['مكان', 'متميز', 'من', 'جميع', 'النواحي', 'مدير', 'الاستقبال', 'الذي', 'لا', 'يتردد', 'في', 'مساعدة', 'ضيوف', 'الفندق', 'مع', 'ابتسامة', 'عريضة']","['رحلة', 'تعبدية', 'مكان', 'متميز', 'مساعدة', 'ضيوف', 'الفندق', 'ابتسامة', 'عريضة']","['متميز', 'مكان', 'مساعدة', 'ضيوف', 'ابتسامة', 'عريضة', 'الفندق']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
74,89655,1,استثنائي . كل شي رائع . لاشئ,"['استثنائي', 'كل', 'شي', 'رائع']","['كل', 'شي', 'رائع']","['استثنائي', 'كل', 'شي', 'رائع']","['كل', 'استثنائي', 'شي', 'رائع']","[0, 1, 0, 1, 1, 1, 0, 0, 0, 0]"
75,68307,1,رائع . . اللوبي صغير جدا لابد من توسعته,['رائع'],['رائع'],['رائع'],['رائع'],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
76,59765,1,جيد . المكان روعه هدوء نوعا ما خاصه في الغرف يبقي من الخيارات الجيده في جده . العوائل المستأجره الفلل يستضيفون عوائل اخري وخاصه صغار السن مما سبب نوع من الازعاج,"['المكان', 'روعه', 'هدوء', 'نوعا', 'ما', 'خاصه', 'في', 'الغرف']","['روعه', 'هدوء']","['جيد', 'المكان', 'روعه', 'هدوء', 'من', 'الخيارات', 'الجيده', 'في', 'جده']","['في', 'المكان', 'هدوء', 'روعه']","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
77,79241,1,استثنائي . الفندق بكافة تفاصيله راقي ومريح من تعامل ومكان وموقع مع رافلز مكة لراحة عنوان دعواتي لجميع العاملين بالتوفيق والنجاح . .,"['الفندق', 'بكافة', 'تفاصيله', 'راقي', 'ومريح', 'من', 'تعامل', 'ومكان', 'وموقع']",['استثنائي'],"['استثنائي', 'الفندق', 'بكافة', 'تفاصيله', 'راقي', 'ومريح']","['بكافة', 'ومريح', 'راقي', 'تفاصيله', 'الفندق', 'استثنائي']","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
78,33486,1,“ فندق جيد للاقامه في الفجيره ” . فندق هادئ وله مدخل خاص للغرف . الواي فاي ضعيف جداا,"['فندق', 'هادئ', 'وله', 'مدخل', 'خاص', 'للغرف']","['فندق', 'هادئ']","['فندق', 'جيد', 'للاقامة', 'فندق', 'هادئ']","['فندق', 'هادئ']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
79,47421,1,جيد . . لا يوجد wifi,"['لا', 'يوجد', 'wifi']",['جيد'],"['wifi', 'جيد']","['wifi', 'جيد']","[0, 1, 0, 0, 0, 0, 1, 1, 1, 0]"
80,31437,1,“ الزبون هو العين الحقيقية المساعدة للتطوير والتحسين ” . أعجبني الموقع وسهولة إيجاد الفندق من ناحية مختلف المخارج والمداخل . . بوفيه الإفطار متنوعه وجيده . مواقق السيارات متوفره وجيدة . . رجال الأمن متعاونين . الاستقبال جيدين ومتعاونين . . الغرق جيده ونظيفه . . لم يعجبني حجم المطعم لأنه صغير ولا يتناسب ابدا مع حجم الفندق لدرجه انه لا يستوعب إعداد نزلا الفندق عند الإفطار .,"['لموقع', 'وسهولة', 'إيجاد', 'الفندق', 'مختلف', 'المخارج', 'والمداخل', '.', '.', 'بوفيه', 'الإفطار', 'متنوعه', 'وجيده', '.', 'مواقق', 'السيارات', 'متوفره', 'وجيدة', '.', '.', 'رجال', 'الأمن', 'متعاونين', '.', 'الاستقبال', 'جيدين', 'ومتعاونين', '.', '.', 'الغرق', 'جيده', 'ونظيفه']","['الغرق', 'جيده', 'ونظيفه']","['أعجبني', 'الموقع', 'وسهولة', 'إيجاد', 'الفندق', 'بوفيه', 'الإفطار', 'متنوعه', 'وجيده', 'مواقق', 'السيارات', 'متوفره', 'وجيدة', 'رجال', 'الأمن', 'متعاونين', 'الغرف', 'جيده', 'ونظيفه']","['السيارات', 'الإفطار', 'مواقق', 'بوفيه', 'متوفره', 'الفندق', 'جيده', 'وجيدة', 'الغرق', 'متنوعه', 'وجيده', 'ونظيفه', 'وسهولة', 'الأمن', 'رجال', 'متعاونين', 'إيجاد']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
81,70724,1,“ تجربة رائعة ” . موقع الفندق و الخدمات المقدمة وطاقم العمل و المطاعم . لا انصح بالسكنى في الادوار العالية لعدم جدوى ذلككما انه لا توجد بلكونات للشقق السكنية,"['موقع', 'الفندق', 'و', 'الخدمات', 'المقدمة', 'وطاقم', 'العمل', 'و', 'المطاعم']","['تجربة', 'رائعة']","['تجربة', 'رائعة', 'موقع', 'الفندق', 'و', 'الخدمات', 'المقدمة', 'وطاقم', 'العمل', 'و', 'المطاعم']","['و', 'الخدمات', 'العمل', 'موقع', 'المقدمة', 'المطاعم', 'وطاقم', 'الفندق', 'تجربة', 'رائعة']","[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
82,39975,1,“ اشكر جميع الموظفين في اخلاصهم في العمل و ابتسامتهم الدائمة ” . كل شي جميل . حتى ولو إن كانت هناك بعض السلبيات الايجابيات تغطي وتمحي السلبيات,"['كل', 'شي', 'جميل', 'الايجابيات', 'تغطي', 'وتمحي', 'السلبيات']","['كل', 'شي', 'جميل']","['كل', 'شي', 'جميل', 'اخلاصهم', 'في', 'العمل', 'ابتسامتهم', 'الدائمة']","['جميل', 'كل', 'شي']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
83,86263,1,“ قمة الراحة واطلاله على أفضل المساجدالحرم المكي ” . كل شي قمة وروعة من الاستقبال الي التوديع فقط الواي فاي ويبدوا . انها مشكلة موجوده في فنادق مكه القريبة من الحرم يكفي في هذا الفندق الإطلالة . الواي فأي,"['كل', 'شي', 'قمة', 'وروعة', 'من', 'الاستقبال', 'الي', 'التوديع']","['قمة', 'الراحة', 'واطلاله']","['قمة', 'الراحة', 'واطلاله', 'على', 'أفضل', 'المساجدالحرم', 'المكي', 'كل', 'شي', 'قمة', 'وروعة']","['قمة', 'وروعة', 'كل', 'شي', 'واطلاله', 'الراحة']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
84,41128,1,“ سأكرر الزيارة بأذن الله ” . الهدوء والخصوصية والموقع مميز قريب من الكورنيش وطاقم العمل متعاون حيث مددو لي وقت الخروج . سعر المطعم غالي جدا,"['الهدوء', 'والخصوصية', 'والموقع', 'مميز', 'قريب', 'من', 'الكورنيش', 'وطاقم', 'العمل', 'متعاون']","['الهدوء', 'والخصوصية']","['سأكرر', 'الزيارة', 'الهدوء', 'الخصوصية', 'الموقع', 'مميز', 'طاقم', 'العمل', 'متعاون']","['مميز', 'متعاون', 'العمل', 'الهدوء', 'والخصوصية']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
85,93854,1,استثنائي . فندق في قمت اروعه . كل شي فيه ممتاز,"['كل', 'شي', 'فيه', 'ممتاز']",['ممتاز'],"['استثنائي', 'كل', 'شي', 'فيه', 'ممتاز']","['كل', 'ممتاز', 'شي', 'فيه']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]"
86,59321,1,“ جيد جدا ” . النظافة بشكل عام ، لباقة الموظفين وسرعة استجابته لاحتياجات العملاء ، سرعة إنجاز الدخول والخروج من الفندق . الحمام يحتاج إلى صيانة ، قوائم الطعام لا يوجد بها تنوع,"['النظافة', 'بشكل', 'عام', '،', 'لباقة', 'الموظفين', 'وسرعة', 'استجابته', 'لاحتياجات', 'العملاء', '،', 'سرعة', 'إنجاز', 'الدخول', 'والخروج', 'من', 'الفندق']","['لباقة', 'الموظفين']","['جيد', 'جدا', 'النظافة', 'لباقة', 'الموظفين', 'سرعة', 'استجابته', 'لاحتياجات', 'العملاء', 'سرعة', 'إنجاز', 'الدخول', 'والخروج', 'من', 'الفندق']","['النظافة', 'الدخول', 'الفندق', 'استجابته', 'الموظفين', 'لاحتياجات', 'والخروج', 'سرعة', 'لباقة', 'العملاء', 'إنجاز', 'من']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
87,46003,1,جيد . الموقع . لاشيء,['الموقع'],['جيد'],['جيد'],['جيد'],"[0, 1, 0, 0, 0, 0, 0, 0]"
88,71237,1,استثنائي . مكان الفندق مناسب . نافذة المطبخ بدون ستائر,"['مكان', 'الفندق', 'مناسب']","['الفندق', 'مناسب']","['استثنائي', 'مكان', 'الفندق', 'مناسب']","['الفندق', 'مكان', 'مناسب']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
89,61750,1,“ ممتاز للعائلات ” . كل حاجه ممتازه حتى الهدوء . الهدووء,"['كل', 'حاجه', 'ممتازه', 'حتى', 'الهدوء']","['كل', 'حاجه', 'ممتازه']","['ممتاز', 'للعائلات', 'الهدوء']","['الهدوء', 'حاجه', 'ممتازه', 'كل']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
90,43041,1,“ مذهل ” . الفندق كامل . لايوجد شي,"['الفندق', 'كامل']","['الفندق', 'كامل']","['مذهل', 'الفندق', 'كامل']","['الفندق', 'كامل']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
91,12966,1,استثنائي . حمام السباحة .,"['حمام', 'السباحة']",['استثنائي'],['استثنائي'],['استثنائي'],"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
92,77597,1,استثنائي . يستحق الزياره .,"['يستحق', 'الزياره']","['استثنائي', '.']",['استثنائي'],['استثنائي'],"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
93,3508,1,“ رائع و ممتع ” . جميل ومريح . تسجيل الخروج كان مبكرا ليس كالعاده و تسجيل الدخول كان متأخرا,"['جميل', 'ومريح']",['ممتع'],"['رائع', 'و', 'ممتع', 'جميل', 'ومريح']","['جميل', 'ومريح', 'ممتع']","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
94,78832,1,جيد . الهدوء والضيافة . خدمة الغسيل والبخار,"['الهدوء', 'والضيافة']","['الهدوء', 'والضيافة']","['جيد', 'الهدوء', 'الضيافة', 'خدمة', 'الغسيل']","['والضيافة', 'الهدوء']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
95,21602,1,“ رائع جدا ” . اعجبني كل شي موقع الفندق واطلالته ونظافة وهدوء المكان . لم يعجبني سرير الاطفال غير مريح وخطر نوعا ما لطفل عمره سنه ولايوجد بديل لديهم يفترض ان يكون لديهم سرير يتوافق مع الاعمار,"['موقع', 'الفندق', 'واطلالته', 'ونظافة', 'وهدوء', 'المكان']","['اعجبني', 'كل', 'شي']","['رائع', 'جدا', 'اعجبني', 'كل', 'شي', 'نظافة', 'هدوء']","['كل', 'اعجبني', 'شي']","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
96,36820,1,“ جميلة ” . الموقع جيد النظافة جيدة مقابل السعر موظفين الاستقبال بشوشين خصوصا الاخ يوسف . لا يوجد,"['الموقع', 'جيد', 'النظافة', 'جيدة', 'مقابل', 'السعر', 'موظفين', 'الاستقبال', 'بشوشين']","['النظافة', 'جيدة']","['جميلة', 'لموقع', 'جيد', 'النظافة', 'جيدة', 'موظفين', 'الاستقبال', 'بشوشين']","['جيد', 'جيدة', 'النظافة', 'بشوشين', 'موظفين', 'الاستقبال']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
97,14100,1,“ ممتاز ” . كل شي . غلاء المطاعم,"['كل', 'شي']",['ممتاز'],['ممتاز'],['ممتاز'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
98,68781,1,استثنائي . الاجنحة كبيرة جدا .,"['الاجنحة', 'كبيرة', 'جدا']","['الاجنحة', 'كبيرة']",['استثنائي'],"['كبيرة', 'الاجنحة']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
99,74752,1,“ رائعة . اتمنى تكراراها قريبا ” . حسن استقبال وضيافة . تعامل لبق جدا من طاقم المطعم . الشكر لجميع العاملين في الفندق بدايه من المدير العام الى موظف الامن واخص بالشكر الاستاذ عبدالفتاح . . صوت ازعاج كراسي المطعم يزعج سكان الطابق الثالث . استخدام المصعد المخصص للنزلاء في تحميل اللحوم ومواد الطبخ للمطعم في الدور الرابع ولم يخصص مصعد خاص بالخدمات . سعر المطعم مبالغ فيه قليلا .,"['حسن', 'استقبال', 'وضيافة', '.', 'تعامل', 'لبق', 'جدا', 'من', 'طاقم', 'المطعم', '.', 'الشكر', 'لجميع', 'العاملين', 'في', 'الفندق', 'بدايه', 'من', 'المدير', 'العام', 'الى', 'موظف', 'الامن', 'واخص', 'بالشكر', 'الاستاذ', 'عبدالفتاح']",['رائعة'],"['رائعة', 'اتمنى', 'تكراراها', 'حسن', 'استقبال', 'تعامل', 'لبق', 'الشكر', 'لجميع', 'العاملين']","['الشكر', 'العاملين', 'لجميع', 'استقبال', 'لبق', 'حسن', 'تعامل', 'رائعة']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
